,time,U
0,0.0,0.57129974049619
1,0.00010002000400080016,0.27983749803599
2,0.00020004000800160032,-0.055376812116562
3,0.0003000600120024005,-0.1438681078609394
4,0.00040008001600320064,0.369973659498516
5,0.0005001000200040008,-0.04896201536135788
6,0.000600120024004801,-0.681724086537151
7,0.0007001400280056011,-0.0927142182378543
8,0.0008001600320064013,-0.09880005085648
9,0.0009001800360072014,-0.2752891877897634
10,0.0010002000400080016,-0.316903120499517
11,0.0011002200440088017,0.189372385605006
12,0.001200240048009602,-0.835021285670132
13,0.0013002600520104022,-0.0821873725648269
14,0.0014002800560112022,0.166015940313646
15,0.0015003000600120023,0.127033705762752
16,0.0016003200640128026,-0.171994522380251
17,0.0017003400680136028,-0.48648400711827
18,0.0018003600720144029,-0.1443615537335467
19,0.001900380076015203,0.1357512517174331
20,0.002000400080016003,0.57195766900814
21,0.0021004200840168035,-0.572508066895483
22,0.0022004400880176033,-0.197982671101699
23,0.0023004600920184036,-0.370030789125278
24,0.002400480096019204,-0.0552123301488943
25,0.002500500100020004,0.68824654983229
26,0.0026005201040208044,-0.250616895458839
27,0.0027005401080216042,-0.584186285554985
28,0.0028005601120224045,0.3531964896896
29,0.0029005801160232048,0.3783622445947646
30,0.0030006001200240046,-0.1716655584702252
31,0.003100620124024805,-0.3451940152846967
32,0.003200640128025605,-0.356543269561868
33,0.0033006601320264054,0.921646831749794
34,0.0034006801360272057,0.00548151748894393
35,0.0035007001400280055,-0.0645878022717377
36,0.0036007201440288058,0.05268784581290033
37,0.003700740148029606,-0.2052198770180003
38,0.003800760152030406,0.484782149619632
39,0.003900780156031206,-0.01458528344456696
40,0.004000800160032006,0.235262868378223
41,0.004100820164032806,0.0808142655380609
42,0.004200840168033607,0.1031838163632739
43,0.004300860172034407,0.3903694352527939
44,0.004400880176035207,0.54975258227801
45,0.004500900180036007,-0.0270859133501877
46,0.004600920184036807,-0.53763789321532
47,0.004700940188037608,-0.363780475182591
48,0.004800960192038408,-0.2371293755685492
49,0.0049009801960392075,0.1100920601187299
50,0.005001000200040008,0.748940477255544
51,0.005101020204040808,0.0489047601840472
52,0.005201040208041609,-0.312462107934999
53,0.005301060212042409,0.0669977785473466
54,0.0054010802160432084,0.334445535790805
55,0.005501100220044009,-0.4789178375309313
56,0.005601120224044809,-0.2593344387702138
57,0.005701140228045609,0.2285191054844102
58,0.0058011602320464095,-0.2099898536320063
59,0.005901180236047209,-0.601785854643616
60,0.006001200240048009,0.670153511007136
61,0.00610122024404881,-0.034158638104806
62,0.00620124024804961,-0.2384452311704126
63,0.00630126025205041,0.823286440082
64,0.00640128025605121,-0.1789027644779514
65,0.00650130026005201,-0.2068646965411881
66,0.006601320264052811,-0.462305160870812
67,0.006701340268053611,0.05383921970294848
68,0.006801360272054411,0.2813178363439074
69,0.006901380276055211,-0.1052148473725585
70,0.007001400280056011,-0.2229839278077124
71,0.007101420284056812,0.3864218656917974
72,0.0072014402880576115,0.171279364540093
73,0.007301460292058411,-0.586324550950208
74,0.007401480296059212,-0.528426904018634
75,0.007501500300060012,0.525080264992669
76,0.007601520304060812,-0.549645075607179
77,0.0077015403080616125,-0.0964973033822237
78,0.007801560312062412,-0.274466778048257
79,0.007901580316063212,0.02966036830221886
80,0.008001600320064013,0.832168480946622
81,0.008101620324064814,0.14742947380708
82,0.008201640328065612,-0.1741327877940573
83,0.008301660332066413,0.1135461820178555
84,0.008401680336067214,0.2048336948748234
85,0.008501700340068013,-0.1515987598488756
86,0.008601720344068814,0.1729241846184868
87,0.008701740348069614,0.488236273658601
88,0.008801760352070413,-0.221832554149357
89,0.008901780356071214,0.498105199623173
90,0.009001800360072015,0.071438792199838
91,0.009101820364072815,0.0493982061347808
92,0.009201840368073614,-0.504741503354353
93,0.009301860372074415,0.306154624042467
94,0.009401880376075216,-0.02428971983061471
95,0.009501900380076015,0.130487827733442
96,0.009601920384076815,-0.4285863618494293
97,0.009701940388077616,-0.42990221741831
98,0.009801960392078415,0.2005571624898625
99,0.009901980396079216,-0.262295113851666
100,0.010002000400080016,-0.2443665813711698
101,0.010102020404080815,0.1109144700934116
102,0.010202040408081616,-0.90541957819835
103,0.010302060412082417,-1.10279800406491
104,0.010402080416083218,-0.664124516618966
105,0.010502100420084017,0.52557371132515
106,0.010602120424084817,-0.409835420008655
107,0.010702140428085618,0.2064785150298212
108,0.010802160432086417,-0.1586714839782532
109,0.010902180436087218,-0.0708381169821825
110,0.011002200440088018,0.084103905329253
111,0.011102220444088817,0.3411892998410983
112,0.011202240448089618,-0.52415037333003
113,0.011302260452090419,0.1081182761827984
114,0.011402280456091218,0.1592721780774308
115,0.011502300460092018,-0.366905632154181
116,0.011602320464092819,-0.545533026836736
117,0.011702340468093618,-0.0004398336449640766
118,0.011802360472094419,0.592188971242006
119,0.01190238047609522,-0.209660889727907
120,0.012002400480096018,-0.4016113227168563
121,0.012102420484096819,-0.1608097494072446
122,0.01220244048809762,-0.450791424601365
